"State"	"Customer Lifetime Value"	"Coverage"	"Education"	"EmploymentStatus"	"Gender"	"Income"	"Monthly Premium Auto"	"Months Since Last Claim"	"Months Since Policy Inception"	"Number of Open Complaints"	"Number of Policies"	"Policy Type"	"Total Claim Amount"	"Vehicle Class"	"Vehicle Size"
"1742"	"Nevada"	4726.869327	"Extended"	"Bachelor"	"Medical Leave"	"F"	13037	124	28	49	0	1	"Personal Auto"	839.348464	"SUV"	"Small"
"1743"	"California"	27443.47482	"Extended"	"High School or Below"	"Employed"	"M"	82320	99	4	2	1	2	"Personal Auto"	475.2	"Four-Door Car"	"Medsize"
"1744"	"California"	7247.313475	"Basic"	"Bachelor"	"Unemployed"	"F"	0	104	9	58	0	7	"Personal Auto"	499.2	"SUV"	"Medsize"
"1745"	"Oregon"	5137.852105	"Basic"	"College"	"Employed"	"F"	78460	64	3	93	0	4	"Personal Auto"	203.568733	"Four-Door Car"	"Medsize"
"1746"	"Nevada"	2739.05724	"Extended"	"College"	"Unemployed"	"M"	0	92	26	11	4	1	"Personal Auto"	657.290491	"Two-Door Car"	"Medsize"
"1747"	"California"	5092.793862	"Basic"	"College"	"Employed"	"M"	46922	64	34	12	0	3	"Corporate Auto"	403.385123	"Two-Door Car"	"Medsize"
"1748"	"California"	5799.826802	"Basic"	"College"	"Employed"	"M"	60689	74	29	67	0	7	"Corporate Auto"	5.746657	"Four-Door Car"	"Medsize"
"1749"	"Nevada"	5507.063242	"Basic"	"Master"	"Unemployed"	"F"	0	71	3	38	0	3	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"1750"	"Oregon"	10484.91535	"Extended"	"College"	"Employed"	"F"	61108	89	22	93	0	2	"Personal Auto"	49.451117	"Four-Door Car"	"Medsize"
"1751"	"Arizona"	8501.279969	"Basic"	"Bachelor"	"Employed"	"M"	98003	107	4	46	0	7	"Personal Auto"	449.408637	"SUV"	"Small"
"1752"	"Washington"	8426.057283	"Basic"	"High School or Below"	"Unemployed"	"F"	0	74	30	37	0	2	"Personal Auto"	460.084192	"Four-Door Car"	"Medsize"
"1753"	"Arizona"	6503.397049	"Extended"	"High School or Below"	"Disabled"	"F"	22081	84	1	9	0	6	"Personal Auto"	451.670309	"Two-Door Car"	"Small"
"1754"	"Arizona"	4834.710493	"Basic"	"College"	"Employed"	"F"	38713	66	31	69	4	6	"Corporate Auto"	316.8	"Four-Door Car"	"Medsize"
"1755"	"Oregon"	2575.3237	"Basic"	"College"	"Medical Leave"	"F"	28700	68	2	65	3	1	"Personal Auto"	326.4	"Four-Door Car"	"Medsize"
"1756"	"California"	37111.65952	"Basic"	"Master"	"Employed"	"F"	61552	115	1	95	0	2	"Personal Auto"	12.252847	"SUV"	"Medsize"
"1757"	"Nevada"	4371.190437	"Basic"	"College"	"Employed"	"M"	56718	113	7	95	1	1	"Personal Auto"	542.4	"SUV"	"Medsize"
"1758"	"Oregon"	16796.33604	"Basic"	"Doctor"	"Employed"	"M"	66776	71	11	45	0	2	"Corporate Auto"	131.808343	"Four-Door Car"	"Small"
"1759"	"California"	7988.506358	"Basic"	"High School or Below"	"Employed"	"M"	58268	67	12	82	0	2	"Corporate Auto"	228.641342	"Two-Door Car"	"Medsize"
"1760"	"California"	2269.841123	"Basic"	"College"	"Unemployed"	"M"	0	68	22	43	0	1	"Personal Auto"	542.016902	"Four-Door Car"	"Medsize"
"1761"	"California"	4991.47197	"Basic"	"Doctor"	"Medical Leave"	"M"	12608	66	23	72	1	3	"Personal Auto"	214.866605	"Four-Door Car"	"Medsize"
"1762"	"California"	2921.930882	"Basic"	"Master"	"Employed"	"M"	63499	73	21	79	0	1	"Personal Auto"	278.964095	"Four-Door Car"	"Medsize"
"1763"	"Oregon"	7613.193095	"Extended"	"High School or Below"	"Employed"	"M"	36247	96	35	29	0	7	"Corporate Auto"	329.522858	"Four-Door Car"	"Medsize"
"1764"	"California"	5827.409742	"Basic"	"Master"	"Employed"	"F"	30228	73	28	44	0	5	"Personal Auto"	163.345647	"Four-Door Car"	"Medsize"
"1765"	"Oregon"	2600.641181	"Basic"	"College"	"Unemployed"	"F"	0	74	19	4	0	1	"Personal Auto"	501.472124	"Two-Door Car"	"Medsize"
"1766"	"Arizona"	9778.733613	"Extended"	"Bachelor"	"Employed"	"F"	99364	121	3	37	0	5	"Personal Auto"	580.8	"Sports Car"	"Small"
"1767"	"California"	22658.53652	"Basic"	"Bachelor"	"Retired"	"M"	23665	67	19	50	0	2	"Personal Auto"	404.817249	"Four-Door Car"	"Medsize"
"1768"	"Arizona"	10004.02761	"Extended"	"College"	"Unemployed"	"F"	0	94	7	4	0	2	"Corporate Auto"	807.168846	"Four-Door Car"	"Large"
"1769"	"Oregon"	4872.774396	"Basic"	"High School or Below"	"Employed"	"M"	69247	61	12	64	1	3	"Corporate Auto"	226.522147	"Two-Door Car"	"Medsize"
"1770"	"Arizona"	7444.814633	"Extended"	"College"	"Employed"	"F"	56047	92	26	29	0	5	"Corporate Auto"	82.733588	"Four-Door Car"	"Large"
"1771"	"Oregon"	5761.11121	"Basic"	"College"	"Employed"	"M"	28919	73	11	76	0	5	"Personal Auto"	207.828024	"Two-Door Car"	"Medsize"
"1772"	"Oregon"	5366.779081	"Basic"	"Doctor"	"Unemployed"	"F"	0	70	5	29	0	4	"Personal Auto"	223.174067	"Four-Door Car"	"Large"
"1773"	"Oregon"	6259.477847	"Extended"	"College"	"Unemployed"	"F"	0	83	8	78	0	4	"Personal Auto"	254.142365	"Four-Door Car"	"Medsize"
"1774"	"Arizona"	7623.580733	"Basic"	"High School or Below"	"Employed"	"M"	69900	64	23	68	0	2	"Personal Auto"	33.97	"Two-Door Car"	"Large"
"1775"	"Oregon"	7427.845088	"Extended"	"Bachelor"	"Employed"	"F"	78294	92	6	35	0	3	"Personal Auto"	181.148732	"Four-Door Car"	"Medsize"
"1776"	"Washington"	4951.656084	"Basic"	"Doctor"	"Employed"	"M"	46896	62	9	33	1	4	"Personal Auto"	31.707317	"Four-Door Car"	"Medsize"
"1777"	"Arizona"	4665.129599	"Basic"	"Bachelor"	"Unemployed"	"M"	0	62	26	62	0	3	"Personal Auto"	297.6	"Two-Door Car"	"Small"
"1778"	"Nevada"	3074.105486	"Basic"	"High School or Below"	"Unemployed"	"M"	0	104	25	33	3	1	"Personal Auto"	748.8	"Sports Car"	"Medsize"
"1779"	"Oregon"	4953.086407	"Extended"	"College"	"Employed"	"F"	21385	127	14	37	0	1	"Corporate Auto"	609.6	"SUV"	"Large"
"1780"	"California"	7780.489322	"Extended"	"Master"	"Employed"	"M"	87128	97	26	45	0	3	"Personal Auto"	495.612777	"Two-Door Car"	"Medsize"
"1781"	"Nevada"	7992.779105	"Basic"	"College"	"Employed"	"F"	35434	66	19	26	0	2	"Personal Auto"	297.051768	"Four-Door Car"	"Medsize"
"1782"	"California"	4170.687348	"Basic"	"Master"	"Employed"	"F"	29462	107	28	23	1	1	"Corporate Auto"	513.6	"SUV"	"Large"
"1783"	"Nevada"	23228.23674	"Premium"	"College"	"Employed"	"F"	53243	102	26	96	3	2	"Personal Auto"	489.6	"Four-Door Car"	"Small"
"1784"	"California"	5445.81699	"Extended"	"High School or Below"	"Employed"	"M"	21006	139	14	9	1	1	"Personal Auto"	667.2	"SUV"	"Medsize"
"1785"	"California"	4558.498445	"Basic"	"College"	"Unemployed"	"F"	0	65	24	93	0	9	"Personal Auto"	312	"Two-Door Car"	"Medsize"
"1786"	"Oregon"	5528.212807	"Basic"	"Bachelor"	"Employed"	"M"	36088	72	16	31	0	9	"Corporate Auto"	345.6	"Four-Door Car"	"Medsize"
"1787"	"Oregon"	10390.66647	"Extended"	"College"	"Employed"	"F"	28948	131	7	57	0	3	"Corporate Auto"	295.83086	"SUV"	"Medsize"
"1788"	"Nevada"	7142.54905	"Premium"	"College"	"Medical Leave"	"F"	24417	185	22	25	0	1	"Personal Auto"	888	"SUV"	"Medsize"
"1789"	"Oregon"	5469.542959	"Basic"	"High School or Below"	"Employed"	"M"	67099	69	11	24	0	6	"Personal Auto"	22.995594	"Two-Door Car"	"Medsize"
"1790"	"Oregon"	11628.73401	"Extended"	"Bachelor"	"Employed"	"F"	97830	96	3	61	0	2	"Personal Auto"	298.362415	"Four-Door Car"	"Small"
"1791"	"Arizona"	10189.65429	"Premium"	"College"	"Unemployed"	"M"	0	101	15	90	0	2	"Personal Auto"	727.2	"Four-Door Car"	"Small"
"1792"	"Arizona"	2733.431887	"Basic"	"High School or Below"	"Employed"	"F"	93558	67	19	5	0	1	"Personal Auto"	478.234236	"Four-Door Car"	"Medsize"
"1793"	"Arizona"	4014.453113	"Extended"	"Doctor"	"Employed"	"F"	37384	99	9	17	0	1	"Personal Auto"	475.2	"Four-Door Car"	"Medsize"
"1794"	"Arizona"	7119.531925	"Basic"	"Bachelor"	"Disabled"	"M"	28227	62	14	24	0	2	"Personal Auto"	551.28213	"Four-Door Car"	"Small"
"1795"	"Nevada"	11772.79068	"Basic"	"High School or Below"	"Employed"	"M"	51008	74	5	95	0	2	"Corporate Auto"	355.2	"Two-Door Car"	"Small"
"1796"	"California"	2381.790787	"Basic"	"High School or Below"	"Employed"	"M"	78185	61	23	54	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Small"
"1797"	"California"	5208.35385	"Basic"	"Bachelor"	"Unemployed"	"F"	0	74	35	2	0	3	"Personal Auto"	532.8	"Four-Door Car"	"Medsize"
"1798"	"Nevada"	5018.727893	"Basic"	"College"	"Unemployed"	"M"	0	68	34	68	0	4	"Personal Auto"	670.47746	"Four-Door Car"	"Medsize"
"1799"	"Arizona"	11900.54484	"Basic"	"Bachelor"	"Employed"	"F"	97205	100	22	40	2	2	"Personal Auto"	5.573179	"Sports Car"	"Small"
"1800"	"Washington"	7399.032079	"Basic"	"College"	"Unemployed"	"F"	0	101	28	34	0	6	"Personal Auto"	337.617149	"SUV"	"Medsize"
"1801"	"California"	5674.381244	"Basic"	"Bachelor"	"Employed"	"F"	26225	72	18	25	1	7	"Special Auto"	320.777404	"Four-Door Car"	"Medsize"
"1802"	"Oregon"	7271.43404	"Basic"	"College"	"Disabled"	"M"	20545	70	23	86	0	2	"Personal Auto"	336	"Two-Door Car"	"Medsize"
"1803"	"Oregon"	3164.494011	"Extended"	"Master"	"Unemployed"	"F"	0	83	20	32	0	1	"Personal Auto"	398.4	"Four-Door Car"	"Medsize"
"1804"	"Arizona"	2661.033435	"Basic"	"College"	"Employed"	"F"	35503	67	14	95	0	1	"Personal Auto"	216.173135	"Two-Door Car"	"Medsize"
"1805"	"Oregon"	14140.55885	"Basic"	"College"	"Employed"	"F"	58988	118	3	76	0	2	"Personal Auto"	566.4	"Sports Car"	"Medsize"
"1806"	"Nevada"	7654.227067	"Basic"	"Bachelor"	"Unemployed"	"F"	0	74	16	89	1	2	"Personal Auto"	355.2	"Two-Door Car"	"Medsize"
"1807"	"Nevada"	2199.73952	"Basic"	"High School or Below"	"Unemployed"	"M"	0	64	21	5	0	1	"Personal Auto"	685.456738	"Two-Door Car"	"Small"
"1808"	"Oregon"	2004.350666	"Basic"	"College"	"Unemployed"	"F"	0	66	16	35	4	1	"Special Auto"	316.8	"Four-Door Car"	"Small"
"1809"	"Nevada"	13111.11319	"Basic"	"College"	"Employed"	"M"	67197	111	2	9	0	2	"Special Auto"	147.948783	"SUV"	"Large"
"1810"	"Oregon"	13197.92893	"Basic"	"College"	"Unemployed"	"F"	0	68	19	2	3	2	"Personal Auto"	326.4	"Four-Door Car"	"Large"
"1811"	"California"	2787.539793	"Basic"	"High School or Below"	"Employed"	"M"	34927	70	5	2	0	1	"Personal Auto"	242.491357	"Two-Door Car"	"Large"
"1812"	"Nevada"	3436.134281	"Extended"	"Doctor"	"Employed"	"M"	30817	88	25	43	0	1	"Personal Auto"	91.834668	"Four-Door Car"	"Medsize"
"1813"	"California"	2713.36798	"Basic"	"Bachelor"	"Employed"	"F"	31535	70	27	46	0	1	"Personal Auto"	90.525716	"Four-Door Car"	"Medsize"
"1814"	"California"	2867.312197	"Extended"	"Bachelor"	"Retired"	"F"	23376	78	19	18	0	1	"Personal Auto"	374.4	"Four-Door Car"	"Medsize"
"1815"	"California"	14590.24583	"Basic"	"College"	"Employed"	"F"	46244	62	8	3	0	2	"Corporate Auto"	255.285875	"Four-Door Car"	"Medsize"
"1816"	"Arizona"	6652.474492	"Extended"	"Bachelor"	"Employed"	"M"	34886	84	3	40	0	5	"Personal Auto"	403.2	"Two-Door Car"	"Small"
"1817"	"Arizona"	2444.621056	"Basic"	"High School or Below"	"Unemployed"	"M"	0	66	27	51	0	1	"Corporate Auto"	316.8	"Four-Door Car"	"Large"
"1818"	"Washington"	11314.24394	"Premium"	"High School or Below"	"Employed"	"F"	62935	141	29	27	0	7	"Personal Auto"	232.242326	"Sports Car"	"Small"
"1819"	"Oregon"	10972.06778	"Extended"	"Doctor"	"Employed"	"M"	24164	137	2	40	0	5	"Personal Auto"	657.6	"Sports Car"	"Medsize"
"1820"	"Washington"	3189.66703	"Extended"	"Bachelor"	"Unemployed"	"F"	0	87	6	3	0	1	"Personal Auto"	760.428495	"Four-Door Car"	"Medsize"
"1821"	"Oregon"	19357.37201	"Basic"	"Bachelor"	"Unemployed"	"F"	0	68	20	66	1	2	"Personal Auto"	326.4	"Four-Door Car"	"Medsize"
"1822"	"Arizona"	7227.120364	"Basic"	"Bachelor"	"Employed"	"F"	40153	61	1	99	0	2	"Personal Auto"	340.07498	"Four-Door Car"	"Medsize"
"1823"	"Nevada"	7857.303868	"Basic"	"College"	"Unemployed"	"F"	0	104	12	7	0	3	"Personal Auto"	499.2	"SUV"	"Medsize"
"1824"	"Oregon"	5181.620895	"Basic"	"Master"	"Employed"	"F"	97131	64	5	80	0	6	"Personal Auto"	307.2	"Four-Door Car"	"Small"
"1825"	"Arizona"	4281.062223	"Basic"	"High School or Below"	"Employed"	"F"	23712	106	2	12	0	1	"Corporate Auto"	508.8	"SUV"	"Medsize"
"1826"	"Oregon"	11513.16291	"Basic"	"Bachelor"	"Unemployed"	"F"	0	64	26	72	0	2	"Personal Auto"	307.2	"Four-Door Car"	"Medsize"
"1827"	"Nevada"	5147.11023	"Basic"	"Bachelor"	"Employed"	"F"	33171	65	27	17	0	3	"Personal Auto"	236.643695	"Four-Door Car"	"Medsize"
"1828"	"Nevada"	8663.497618	"Extended"	"College"	"Unemployed"	"F"	0	83	18	90	1	2	"Corporate Auto"	398.4	"Four-Door Car"	"Medsize"
"1829"	"Oregon"	2535.321683	"Basic"	"High School or Below"	"Unemployed"	"F"	0	68	24	73	0	1	"Corporate Auto"	326.4	"Four-Door Car"	"Medsize"
"1830"	"Nevada"	21504.3388	"Basic"	"College"	"Employed"	"M"	60228	112	23	28	1	2	"Personal Auto"	286.102971	"SUV"	"Medsize"
"1831"	"Arizona"	7349.32849	"Extended"	"High School or Below"	"Employed"	"M"	27072	93	24	27	0	8	"Personal Auto"	565.336931	"Four-Door Car"	"Large"
"1832"	"California"	8509.850887	"Basic"	"Master"	"Disabled"	"M"	26057	74	3	63	0	2	"Personal Auto"	523.888845	"Four-Door Car"	"Small"
"1833"	"Nevada"	4297.189057	"Premium"	"High School or Below"	"Employed"	"F"	66331	107	0	74	0	1	"Personal Auto"	513.6	"Two-Door Car"	"Large"
"1834"	"Washington"	2778.323903	"Basic"	"Master"	"Employed"	"F"	66030	69	33	19	1	1	"Personal Auto"	282.153792	"Four-Door Car"	"Medsize"
"1835"	"Washington"	5532.863336	"Basic"	"College"	"Employed"	"M"	59768	71	6	93	1	3	"Personal Auto"	340.8	"Four-Door Car"	"Small"
"1836"	"California"	17476.64139	"Basic"	"College"	"Employed"	"F"	45106	73	22	21	0	2	"Personal Auto"	350.4	"Four-Door Car"	"Medsize"
"1837"	"Arizona"	10479.89966	"Extended"	"Bachelor"	"Employed"	"F"	78435	130	11	19	0	4	"Personal Auto"	553.61131	"SUV"	"Medsize"
"1838"	"California"	2242.574431	"Basic"	"Bachelor"	"Unemployed"	"F"	0	63	31	99	1	1	"Corporate Auto"	453.6	"Two-Door Car"	"Medsize"
"1839"	"Oregon"	2754.45676	"Basic"	"College"	"Employed"	"M"	79507	70	7	17	3	1	"Personal Auto"	442.199439	"Two-Door Car"	"Medsize"
"1840"	"Arizona"	8041.20055	"Basic"	"High School or Below"	"Employed"	"M"	44986	101	14	83	0	3	"Corporate Auto"	624.023564	"SUV"	"Medsize"
"1841"	"Arizona"	6042.9119	"Extended"	"College"	"Employed"	"M"	25899	79	10	11	0	8	"Personal Auto"	568.8	"Two-Door Car"	"Medsize"
"1842"	"Oregon"	2827.43885	"Basic"	"Bachelor"	"Medical Leave"	"M"	13610	74	7	64	0	1	"Personal Auto"	355.2	"Four-Door Car"	"Large"
"1843"	"Nevada"	22041.85643	"Basic"	"Doctor"	"Unemployed"	"M"	0	65	11	15	0	2	"Personal Auto"	312	"Four-Door Car"	"Small"
"1844"	"California"	2796.802191	"Basic"	"Bachelor"	"Employed"	"M"	77362	70	14	25	0	1	"Personal Auto"	386.599797	"Two-Door Car"	"Medsize"
"1845"	"California"	4072.849436	"Basic"	"High School or Below"	"Employed"	"M"	96443	102	1	17	0	1	"Personal Auto"	489.6	"SUV"	"Medsize"
"1846"	"Nevada"	6131.663176	"Extended"	"Doctor"	"Employed"	"M"	90778	76	31	29	0	7	"Personal Auto"	62.291009	"Four-Door Car"	"Medsize"
"1847"	"California"	2392.13114	"Basic"	"High School or Below"	"Unemployed"	"F"	0	65	11	62	0	1	"Corporate Auto"	361.181122	"Four-Door Car"	"Large"
"1848"	"Nevada"	3209.663044	"Extended"	"Master"	"Employed"	"F"	78494	79	6	40	0	1	"Personal Auto"	122.305677	"Two-Door Car"	"Medsize"
"1849"	"California"	2808.606027	"Basic"	"Doctor"	"Employed"	"F"	83497	69	28	15	0	1	"Special Auto"	196.523187	"Four-Door Car"	"Medsize"
"1850"	"Nevada"	4362.931238	"Premium"	"College"	"Employed"	"M"	58842	110	6	74	0	1	"Personal Auto"	528	"Four-Door Car"	"Medsize"
"1851"	"Arizona"	6880.468875	"Extended"	"College"	"Employed"	"M"	63935	87	20	63	0	6	"Personal Auto"	221.61885	"Four-Door Car"	"Medsize"
"1852"	"Oregon"	3591.066675	"Extended"	"Bachelor"	"Unemployed"	"M"	0	96	5	35	0	1	"Personal Auto"	460.8	"Four-Door Car"	"Medsize"
"1853"	"California"	5201.252168	"Basic"	"High School or Below"	"Unemployed"	"M"	0	69	1	79	0	4	"Personal Auto"	331.2	"Four-Door Car"	"Medsize"
"1854"	"Oregon"	5521.542577	"Extended"	"College"	"Unemployed"	"F"	0	77	20	89	0	9	"Personal Auto"	369.6	"Four-Door Car"	"Medsize"
"1855"	"Arizona"	5071.651522	"Basic"	"Bachelor"	"Employed"	"F"	62258	65	14	17	0	5	"Personal Auto"	117.450428	"Two-Door Car"	"Large"
"1856"	"Nevada"	2921.681366	"Extended"	"Bachelor"	"Unemployed"	"M"	0	80	10	81	0	1	"Corporate Auto"	739.310493	"Four-Door Car"	"Medsize"
"1857"	"California"	15806.53397	"Extended"	"Master"	"Employed"	"F"	58516	98	14	75	0	2	"Corporate Auto"	470.4	"Two-Door Car"	"Large"
"1858"	"Washington"	4942.630606	"Basic"	"College"	"Medical Leave"	"F"	23285	65	30	22	0	7	"Personal Auto"	118.446235	"Two-Door Car"	"Medsize"
"1859"	"California"	4167.419574	"Basic"	"Bachelor"	"Employed"	"F"	56901	104	29	82	0	1	"Personal Auto"	499.2	"SUV"	"Small"
"1860"	"California"	6514.954043	"Basic"	"High School or Below"	"Unemployed"	"M"	0	61	12	75	1	2	"Personal Auto"	292.8	"Four-Door Car"	"Small"
"1861"	"California"	9189.518267	"Basic"	"Doctor"	"Employed"	"M"	99443	117	6	6	4	5	"Personal Auto"	228.049424	"SUV"	"Medsize"
"1862"	"Oregon"	8231.223361	"Basic"	"College"	"Unemployed"	"F"	0	113	4	70	0	4	"Personal Auto"	373.073162	"SUV"	"Medsize"
"1863"	"Arizona"	3095.175379	"Extended"	"Master"	"Employed"	"M"	88246	77	3	27	1	1	"Corporate Auto"	428.608683	"Four-Door Car"	"Medsize"
"1864"	"Nevada"	7582.113842	"Basic"	"College"	"Employed"	"M"	64801	64	23	19	0	2	"Personal Auto"	268.471802	"Four-Door Car"	"Medsize"
"1865"	"Oregon"	16344.60809	"Basic"	"College"	"Employed"	"F"	57029	68	24	97	0	2	"Corporate Auto"	135.788525	"Two-Door Car"	"Small"
"1866"	"Arizona"	11763.15249	"Extended"	"College"	"Employed"	"F"	28045	99	7	99	0	2	"Personal Auto"	475.2	"Four-Door Car"	"Medsize"
"1867"	"Nevada"	4053.373793	"Premium"	"Master"	"Employed"	"M"	44661	101	2	1	0	1	"Personal Auto"	436.836944	"Two-Door Car"	"Medsize"
"1868"	"Arizona"	3311.15793	"Extended"	"High School or Below"	"Employed"	"F"	21246	83	19	51	0	1	"Personal Auto"	398.4	"Four-Door Car"	"Medsize"
"1869"	"Nevada"	3528.044252	"Extended"	"Doctor"	"Employed"	"M"	31278	92	24	95	4	1	"Personal Auto"	441.6	"Two-Door Car"	"Medsize"
"1870"	"California"	5595.389905	"Basic"	"High School or Below"	"Employed"	"F"	74454	71	25	29	0	3	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"1871"	"California"	5089.694325	"Basic"	"Master"	"Employed"	"M"	62474	63	20	63	0	5	"Personal Auto"	112.120881	"Four-Door Car"	"Medsize"
"1872"	"Arizona"	4792.830533	"Basic"	"College"	"Medical Leave"	"M"	20647	63	17	10	0	7	"Personal Auto"	185.061408	"Four-Door Car"	"Medsize"
"1873"	"California"	27789.69235	"Extended"	"Bachelor"	"Employed"	"F"	33806	89	32	59	0	2	"Personal Auto"	395.729716	"Four-Door Car"	"Medsize"
"1874"	"Oregon"	7511.660568	"Basic"	"Bachelor"	"Unemployed"	"F"	0	70	9	96	0	2	"Personal Auto"	340.201412	"Four-Door Car"	"Medsize"
"1875"	"Oregon"	18767.55161	"Basic"	"High School or Below"	"Unemployed"	"M"	0	111	13	55	0	2	"Personal Auto"	900.14526	"Sports Car"	"Medsize"
"1876"	"California"	5123.196814	"Basic"	"College"	"Medical Leave"	"F"	22338	67	9	37	1	9	"Personal Auto"	307.801098	"Two-Door Car"	"Medsize"
"1877"	"Nevada"	5989.773931	"Premium"	"College"	"Employed"	"M"	66839	154	33	24	0	1	"Personal Auto"	739.2	"Sports Car"	"Medsize"
"1878"	"Washington"	5185.797582	"Basic"	"Master"	"Employed"	"F"	99428	64	16	25	1	5	"Personal Auto"	48.046869	"Four-Door Car"	"Medsize"
"1879"	"Oregon"	5828.1822	"Basic"	"College"	"Employed"	"F"	31364	74	28	47	0	3	"Personal Auto"	461.269135	"Four-Door Car"	"Small"
"1880"	"Washington"	13755.54279	"Extended"	"Bachelor"	"Medical Leave"	"M"	15340	121	12	47	0	2	"Corporate Auto"	686.501976	"SUV"	"Medsize"
"1881"	"Oregon"	9767.936882	"Extended"	"College"	"Employed"	"M"	36225	123	7	84	0	8	"Special Auto"	221.048602	"SUV"	"Large"
"1882"	"Oregon"	12097.91224	"Basic"	"Doctor"	"Unemployed"	"F"	0	107	18	79	0	2	"Personal Auto"	271.014511	"SUV"	"Large"
"1883"	"California"	2265.318569	"Basic"	"High School or Below"	"Unemployed"	"M"	0	61	5	21	0	1	"Personal Auto"	292.8	"Four-Door Car"	"Medsize"
"1884"	"California"	5719.088678	"Basic"	"Bachelor"	"Employed"	"F"	77601	71	27	48	0	6	"Personal Auto"	276.640352	"Two-Door Car"	"Small"
"1885"	"Oregon"	10171.47779	"Extended"	"Master"	"Employed"	"M"	74243	84	34	2	0	2	"Corporate Auto"	71.311211	"Four-Door Car"	"Medsize"
"1886"	"California"	10517.15638	"Extended"	"College"	"Employed"	"F"	46707	133	7	9	0	8	"Personal Auto"	80.70505	"Sports Car"	"Medsize"
"1887"	"Oregon"	4303.471379	"Basic"	"Bachelor"	"Unemployed"	"F"	0	116	6	63	0	1	"Personal Auto"	765.566699	"SUV"	"Medsize"
"1888"	"California"	11926.75329	"Premium"	"College"	"Employed"	"M"	50234	101	12	1	0	2	"Personal Auto"	484.8	"Four-Door Car"	"Small"
"1889"	"Oregon"	16531.70376	"Premium"	"Master"	"Employed"	"M"	75526	103	26	68	1	2	"Personal Auto"	494.4	"Four-Door Car"	"Small"
"1890"	"Nevada"	5437.443727	"Basic"	"High School or Below"	"Employed"	"M"	28343	69	19	88	0	8	"Personal Auto"	331.2	"Two-Door Car"	"Medsize"
"1891"	"California"	5103.296644	"Basic"	"Bachelor"	"Employed"	"M"	74948	64	23	43	0	8	"Corporate Auto"	216.744457	"Four-Door Car"	"Medsize"
"1892"	"Oregon"	4583.100889	"Premium"	"High School or Below"	"Employed"	"M"	22728	116	28	81	0	1	"Personal Auto"	556.8	"Four-Door Car"	"Large"
"1893"	"California"	6409.627461	"Extended"	"High School or Below"	"Unemployed"	"F"	0	99	14	48	2	9	"Personal Auto"	712.8	"Two-Door Car"	"Medsize"
"1894"	"California"	12232.77625	"Basic"	"College"	"Employed"	"F"	35133	102	2	31	0	2	"Personal Auto"	692.962785	"SUV"	"Medsize"
"1895"	"Nevada"	5126.038871	"Basic"	"College"	"Employed"	"F"	63147	64	1	91	0	4	"Personal Auto"	87.565229	"Four-Door Car"	"Medsize"
"1896"	"California"	11014.1636	"Extended"	"College"	"Employed"	"F"	67575	91	27	85	0	2	"Personal Auto"	401.60781	"Four-Door Car"	"Medsize"
"1897"	"Oregon"	3819.619502	"Premium"	"High School or Below"	"Unemployed"	"M"	0	111	29	76	0	1	"Personal Auto"	799.2	"Two-Door Car"	"Small"
"1898"	"California"	8404.395122	"Basic"	"High School or Below"	"Employed"	"F"	48315	71	34	56	0	2	"Personal Auto"	340.8	"Four-Door Car"	"Medsize"
"1899"	"Arizona"	9035.671134	"Premium"	"High School or Below"	"Employed"	"F"	34337	113	20	44	0	9	"Corporate Auto"	542.4	"Four-Door Car"	"Large"
"1900"	"Oregon"	5453.707634	"Basic"	"High School or Below"	"Employed"	"M"	33818	72	6	34	4	3	"Personal Auto"	341.878002	"Four-Door Car"	"Large"
"1901"	"California"	3766.366587	"Extended"	"High School or Below"	"Medical Leave"	"F"	22439	98	30	63	0	1	"Personal Auto"	470.4	"Four-Door Car"	"Medsize"
"1902"	"Oregon"	7283.934392	"Basic"	"College"	"Employed"	"F"	79055	186	32	24	1	1	"Personal Auto"	177.635183	"Luxury SUV"	"Medsize"
"1903"	"Nevada"	2745.249838	"Basic"	"College"	"Employed"	"F"	45191	69	18	34	0	1	"Personal Auto"	330.782934	"Four-Door Car"	"Large"
"1904"	"California"	2626.279436	"Basic"	"Bachelor"	"Employed"	"M"	41990	66	23	19	0	1	"Personal Auto"	316.8	"Four-Door Car"	"Medsize"
"1905"	"Oregon"	2456.816647	"Basic"	"Master"	"Employed"	"F"	50979	61	25	45	1	1	"Personal Auto"	262.842655	"Two-Door Car"	"Medsize"
"1906"	"Oregon"	8453.677668	"Premium"	"College"	"Employed"	"F"	59888	106	6	14	0	3	"Personal Auto"	712.682559	"Four-Door Car"	"Medsize"
"1907"	"California"	2877.354255	"Basic"	"High School or Below"	"Employed"	"M"	32807	73	10	10	0	1	"Personal Auto"	350.4	"Four-Door Car"	"Small"
"1908"	"Arizona"	2771.045031	"Basic"	"College"	"Employed"	"F"	50071	71	3	32	0	1	"Corporate Auto"	18.918935	"Two-Door Car"	"Medsize"
"1909"	"Nevada"	5339.488286	"Basic"	"High School or Below"	"Employed"	"F"	67796	69	7	24	4	8	"Personal Auto"	331.2	"Four-Door Car"	"Medsize"
